DATE,FFR,URATE,CPI,NETEXP,M2SL_PCH,M2,M2V,EXPECT
6/1/1997,5.56,5,2.23357,-85.201,0.43197,3.896,,3.201087
7/1/1997,5.52,4.9,2.16561,,0.45827,3.919525,2.192,3.0903227
8/1/1997,5.54,4.8,2.29008,,0.85374,3.9482,,2.9692178
9/1/1997,5.54,4.9,2.2194,-96.831,0.39673,3.96004,,3.0134879
10/1/1997,5.5,4.7,2.08597,,0.48325,3.977675,2.184,2.9881361
11/1/1997,5.52,4.6,1.89036,,0.56358,4.0069,,2.9327548
12/1/1997,5.5,4.7,1.69705,-117.014,0.45083,4.04928,,2.9354614
1/1/1998,5.56,4.6,1.63112,,0.57775,4.06895,2.17,2.7570107
2/1/1998,5.51,4.6,1.4402,,0.80617,4.0695,,2.6177094
3/1/1998,5.49,4.7,1.37672,-135.215,0.62119,4.12466,,2.8714847
4/1/1998,5.45,4.3,1.4384,,0.62951,4.18195,2.155,2.7267374
5/1/1998,5.49,4.4,1.68856,,0.58451,4.13875,,2.644841
6/1/1998,5.56,4.5,1.62297,-162.331,0.47306,4.16936,,2.4650222
7/1/1998,5.54,4.5,1.74564,,0.47083,4.19535,2.155,2.7361812
8/1/1998,5.55,4.5,1.61692,,0.59232,4.21596,,2.7124419
9/1/1998,5.51,4.6,1.4268,-174.634,0.9199,4.25505,,2.5336411
10/1/1998,5.07,4.5,1.48607,,0.93964,4.2874,2.14,2.3601762
11/1/1998,4.83,4.4,1.48423,,0.89839,4.33864,,2.3458166
12/1/1998,4.68,4.4,1.60692,-178.663,0.66262,4.3978,,2.2704824
1/1/1999,4.63,4.3,1.66667,,0.62626,4.4169,2.129,2.395567
2/1/1999,4.76,4.4,1.66667,,0.5156,4.410475,,2.4182198
3/1/1999,4.81,4.2,1.7284,-212.559,0.15366,4.44782,,2.7113296
4/1/1999,4.74,4.3,2.28113,,0.64529,4.51025,2.124,2.7007827
5/1/1999,4.74,4.2,2.09102,,0.55148,4.45984,,2.7428736
6/1/1999,4.76,4.3,1.9656,-247.53,0.48826,4.495025,,2.3467564
7/1/1999,4.99,4.3,2.14461,,0.6057,4.5192,2.128,2.8008632
8/1/1999,5.07,4.2,2.26438,,0.37931,4.53476,,2.8129568
9/1/1999,5.22,4.2,2.62997,-276.403,0.35152,4.555225,,2.6882069
10/1/1999,5.2,4.1,2.56254,,0.52105,4.571525,2.146,2.8762836
11/1/1999,5.42,4.1,2.62035,,0.41381,4.60256,,2.9859271
12/1/1999,5.3,4,2.6764,-301.708,0.59646,4.660075,,3.1640203
1/1/2000,5.45,4,2.79296,,0.60802,4.6743,2.135,3.080288
2/1/2000,5.73,4.1,3.21797,,0.28289,4.6737,,3.1570678
3/1/2000,5.85,4,3.76214,-356.583,0.6582,4.7313,,3.2388566
4/1/2000,6.02,3.8,3.01386,,1.18679,4.814475,2.151,3.1606735
5/1/2000,6.27,4,3.13253,,-0.25597,4.73184,,3.3126257
6/1/2000,6.53,4,3.73494,-362.501,0.37653,4.7595,,3.7602013
7/1/2000,6.54,4,3.59928,,0.36883,4.7701,2.141,3.0862813
8/1/2000,6.5,4.1,3.35129,,0.58671,4.805225,,3.1234906
9/1/2000,6.52,3.9,3.4565,-393.867,0.74105,4.8388,,3.1741185
10/1/2000,6.51,3.9,3.45033,,0.32968,4.84878,2.133,3.1062109
11/1/2000,6.51,3.9,3.44418,,0.22796,4.8815,,3.0989798
12/1/2000,6.4,3.9,3.43602,-411.343,0.91593,4.939125,,3.1672986
1/1/2001,5.98,4.2,3.7212,,1.02944,4.98102,2.085,2.6536536
2/1/2001,5.49,4.2,3.52941,,0.77175,5.0021,,2.632136
3/1/2001,5.31,4.3,2.98246,-402.653,1.15474,5.0891,,2.1422446
4/1/2001,4.8,4.4,3.21826,,1.25986,5.16706,2.059,2.5592129
5/1/2001,4.21,4.3,3.56308,,-0.05647,5.109225,,2.7238774
6/1/2001,3.97,4.5,3.19396,-364.015,0.78901,5.159475,,2.7511842
7/1/2001,3.77,4.6,2.72148,,0.57795,5.1828,2.014,2.6878453
8/1/2001,3.65,4.9,2.72148,,0.64958,5.224325,,2.5859519
9/1/2001,3.07,5,2.59217,-370.634,2.12327,5.330225,,3.1152263
10/1/2001,2.49,5.3,2.12766,,-0.21128,5.3162,1.98,2.2912795
11/1/2001,2.09,5.5,1.89437,,0.8188,5.37955,,2.0813513
12/1/2001,1.82,5.7,1.60367,-369.688,0.98498,5.45682,,2.7313753
1/1/2002,1.73,5.7,1.1959,,0.37359,5.4553,1.969,2.2902539
2/1/2002,1.74,5.7,1.13636,,0.53721,5.4642,,2.1457897
3/1/2002,1.73,5.7,1.36286,-386.884,0.21519,5.5121,,2.013877
4/1/2002,1.75,5.9,1.64399,,0.00364,5.53378,1.972,2.5878316
5/1/2002,1.75,5.8,1.24083,,0.47494,5.49895,,2.6186536
6/1/2002,1.75,5.8,1.06922,-428.259,0.45278,5.534225,,2.3419254
7/1/2002,1.73,5.8,1.46561,,0.76805,5.5695,1.953,2.3480992
8/1/2002,1.74,5.7,1.74746,,0.76041,5.620325,,2.1314545
9/1/2002,1.75,5.7,1.516,-447.548,0.43327,5.64246,,2.0411286
10/1/2002,1.75,5.7,2.02703,,0.78501,5.6844,1.927,2.0053377
11/1/2002,1.34,5.9,2.25352,,0.88064,5.74725,,2.0305948
12/1/2002,1.24,6,2.48027,-496.289,0.37214,5.79974,,1.9511579
1/1/2003,1.24,5.8,2.75746,,0.5648,5.8007,1.915,2.0790118
2/1/2003,1.26,5.9,3.14607,,0.62192,5.811225,,2.1065381
3/1/2003,1.25,5.9,3.02521,-525.262,0.35441,5.87458,,1.903343
4/1/2003,1.26,6,2.17513,,0.63807,5.9401,1.901,1.9895133
5/1/2003,1.26,6.1,1.89415,,1.02563,5.935875,,1.8385312
6/1/2003,1.22,6.3,1.94878,-519.87,0.61584,5.98522,,2.2847306
7/1/2003,1.01,6.2,2.05556,,0.77885,6.0347,1.905,1.6263355
8/1/2003,1.03,6.1,2.21607,,0.96149,6.091625,,1.8526073
9/1/2003,1.01,6.1,2.37832,-518.994,-0.45896,6.06496,,1.9804944
10/1/2003,1.01,6,2.04194,,-0.1515,6.0515,1.94,1.7885532
11/1/2003,1,5.8,1.92837,,0.09071,6.068825,,1.9308072
12/1/2003,0.98,5.7,2.0352,-523.694,-0.02966,6.0959,,2.2234564
1/1/2004,1,5.7,2.02629,,0.13515,6.0678,1.95,1.9069713
2/1/2004,1.01,5.6,1.68845,,0.63863,6.0739,,1.9871939
3/1/2004,1,5.8,1.74008,-565.975,0.58551,6.15564,,1.7042839
4/1/2004,1,5.6,2.29258,,0.66828,6.2399,1.94,1.8527671
5/1/2004,1,5.6,2.89776,,1.24209,6.24286,,2.2141024
6/1/2004,1.03,5.6,3.16767,-617.581,0.03829,6.273675,,2.5740778
7/1/2004,1.26,5.5,2.93958,,0.22008,6.2806,1.949,2.2558469
8/1/2004,1.43,5.4,2.54743,,0.4185,6.29492,,2.3408529
9/1/2004,1.61,5.4,2.53917,-652.672,0.54987,6.33715,,2.6767708
10/1/2004,1.76,5.5,3.19091,,0.44127,6.351475,1.958,2.145831
11/1/2004,1.93,5.4,3.62162,,0.4158,6.39522,,2.2068239
12/1/2004,2.16,5.4,3.34232,-700.336,0.28907,6.44845,,1.7525286
1/1/2005,2.28,5.3,2.84487,,0.0966,6.4072,1.985,2.1405957
2/1/2005,2.5,5.4,3.05303,,0.12919,6.405675,,2.1370072
3/1/2005,2.63,5.2,3.20684,-696.655,0.14146,6.463975,,2.3342418
4/1/2005,2.79,5.2,3.36179,,0.21733,6.518525,1.995,2.4622893
5/1/2005,3,5.1,2.86929,,0.26952,6.45422,,2.5780667
6/1/2005,3.04,5,2.54103,-707.21,0.50206,6.513825,,2.3619011
7/1/2005,3.26,5,3.06716,,0.48572,6.528925,2,2.3318043
8/1/2005,3.5,4.9,3.64693,,0.50173,6.54878,,2.4638191
9/1/2005,3.62,5,4.74183,-750.961,0.51901,6.58925,,2.3538136
10/1/2005,3.78,5,4.3501,,0.51936,6.60874,2.001,2.8474638
11/1/2005,4,5,3.33855,,0.24704,6.65615,,3.0510174
12/1/2005,4.16,4.9,3.33855,-804.786,0.40421,6.70245,,3.2271725
1/1/2006,4.29,4.7,4.01879,,0.63455,6.70996,2.016,2.4027758
2/1/2006,4.49,4.8,3.63825,,0.36138,6.720775,,2.5082827
3/1/2006,4.59,4.7,3.41792,-790.818,0.2119,6.794575,,1.768612
4/1/2006,4.79,4.7,3.61384,,0.55006,6.87005,2.017,2.6830379
5/1/2006,4.94,4.6,3.97727,,0.1,6.79382,,2.8830197
6/1/2006,4.99,4.6,4.18172,-794.042,0.55826,6.851775,,2.7447553
7/1/2006,5.24,4.7,4.10467,,0.60483,6.86938,2.006,2.8005219
8/1/2006,5.25,4.7,3.92657,,0.44726,6.89295,,2.8670646
9/1/2006,5.25,4.5,2.01207,-823.284,0.39178,6.920125,,2.6513028
10/1/2006,5.25,4.4,1.40633,,0.70706,6.95242,1.997,2.4007047
11/1/2006,5.25,4.5,1.9687,,0.50191,7.024325,,1.8893923
12/1/2006,5.24,4.4,2.52398,-737.668,0.61465,7.08615,,1.9891528
1/1/2007,5.25,4.6,2.07577,,0.53736,7.10488,1.993,2.6838116
2/1/2007,5.26,4.5,2.42026,,0.22083,7.105525,,2.6396415
3/1/2007,5.26,4.4,2.7982,-739.273,0.47437,7.1937,,2.7976602
4/1/2007,5.25,4.5,2.59292,,1.00851,7.28972,1.986,2.7184483
5/1/2007,5.25,4.4,2.70989,,0.19499,7.240575,,2.9243064
6/1/2007,5.25,4.6,2.69277,-745.806,0.45822,7.2829,,3.214615
7/1/2007,5.26,4.7,2.31789,,0.41766,7.28512,1.977,2.614408
8/1/2007,5.02,4.6,1.89745,,1.04118,7.34495,,2.6534371
9/1/2007,4.94,4.7,2.83383,-728.954,0.24509,7.3726,,2.5740481
10/1/2007,4.76,4.7,3.6107,,0.18911,7.37124,1.977,2.2920506
11/1/2007,4.49,4.7,4.37327,,0.33166,7.43235,,2.6320037
12/1/2007,4.24,5,4.10881,-729.699,0.40044,7.4966,,2.5437758
1/1/2008,3.94,5,4.2947,,0.45372,7.503225,1.939,2.466622
2/1/2008,2.98,4.9,4.14296,,1.13384,7.571725,,2.2977869
3/1/2008,2.61,5.1,3.9749,-771.248,0.86423,7.707,,1.9336763
4/1/2008,2.28,5,3.90376,,0.56164,7.775875,1.927,2.0175043
5/1/2008,1.98,5.4,4.08841,,0.15586,7.70365,,2.2868435
6/1/2008,2,5.6,4.93597,-776.404,0.22954,7.7295,,2.7285115
7/1/2008,2.01,5.8,5.49751,,0.60164,7.7484,1.908,2.9490198
8/1/2008,2,6.1,5.30802,,0.19034,7.74475,,3.0525448
9/1/2008,1.81,6.1,4.95332,-787.354,0.88958,7.79678,,2.7309252
10/1/2008,0.97,6.5,3.73106,,1.34614,7.923025,1.813,1.6072395
11/1/2008,0.39,6.8,1.09992,,0.634,7.98345,,0.78457206
12/1/2008,0.16,7.3,-0.02223,-628.474,2.19941,8.20094,,0.28299557
1/1/2009,0.15,7.8,-0.11359,,0.99608,8.28525,1.735,0.47357505
2/1/2009,0.22,8.3,0.00846,,0.35534,8.286875,,0.38164688
3/1/2009,0.18,8.7,-0.44648,-420.992,0.79729,8.4273,,-0.48067803
4/1/2009,0.15,9,-0.57632,,0.04301,8.449725,1.709,1.2289362
5/1/2009,0.18,9.4,-1.01576,,0.69032,8.4223,,1.2972457
6/1/2009,0.21,9.5,-1.22917,-358.368,0.11624,8.43974,,1.2745119
7/1/2009,0.16,9.5,-1.95876,,0.0545,8.411575,1.711,1.5522347
8/1/2009,0.16,9.6,-1.48384,,-0.00118,8.38542,,2.0245319
9/1/2009,0.15,9.8,-1.37794,-423.998,-0.00947,8.397425,,2.3608109
10/1/2009,0.12,10,-0.22397,,0.31856,8.4225,1.726,1.6283633
11/1/2009,0.12,9.9,1.91459,,0.3506,8.48984,,1.8070337
12/1/2009,0.12,9.9,2.81412,-473.254,-0.05647,8.546675,,1.7866037
1/1/2010,0.11,9.8,2.62111,,-0.44609,8.47915,1.739,1.6957593
2/1/2010,0.13,9.8,2.15134,,0.58287,8.487275,,1.7316171
3/1/2010,0.16,9.9,2.28617,-509.192,-0.03409,8.56614,,1.9701388
4/1/2010,0.2,9.9,2.20677,,0.36099,8.61155,1.746,1.587202
5/1/2010,0.2,9.6,2.00355,,0.64088,8.57766,,1.562963
6/1/2010,0.18,9.4,1.12156,-542.514,0.22235,8.60895,,1.3532178
7/1/2010,0.18,9.4,1.34078,,0.11383,8.57785,1.748,0.96279857
8/1/2010,0.19,9.5,1.15018,,0.58361,8.60176,,1.3411201
9/1/2010,0.19,9.5,1.11831,-553.943,0.35759,8.6506,,0.90713698
10/1/2010,0.19,9.4,1.1667,,0.56666,8.703725,1.745,1.3652619
11/1/2010,0.19,9.8,1.08454,,0.23544,8.76236,,1.3962369
12/1/2010,0.18,9.3,1.43779,-523.586,0.3626,8.852375,,1.4938723
1/1/2011,0.17,9.1,1.70078,,0.242,8.85306,1.728,1.7900451
2/1/2011,0.16,9,2.1249,,0.7231,8.887125,,1.9547432
3/1/2011,0.14,9,2.61924,-568.476,0.63689,8.9989,,2.1063793
4/1/2011,0.1,9.1,3.07723,,0.68653,9.0646,1.714,2.0757372
5/1/2011,0.09,9,3.45897,,0.78402,9.01834,,2.292302
6/1/2011,0.09,9.1,3.50232,-581.092,0.83191,9.102975,,2.1177045
7/1/2011,0.07,9,3.57988,,1.80964,9.238325,1.656,2.432348
8/1/2011,0.1,9,3.755,,2.0501,9.44498,,1.5113148
9/1/2011,0.08,9,3.81262,-567.111,0.21772,9.49765,,1.008876
10/1/2011,0.07,8.8,3.52227,,0.35473,9.54442,1.648,1.4656093
11/1/2011,0.08,8.6,3.45143,,0.52813,9.632875,,1.5052488
12/1/2011,0.07,8.5,3.06207,-601.788,0.49414,9.7093,,1.7116627
1/1/2012,0.08,8.3,3.00877,,0.75776,9.76884,1.642,1.4714419
2/1/2012,0.1,8.3,2.89818,,0.53836,9.781325,,1.5014226
3/1/2012,0.13,8.2,2.58288,-602.271,0.45883,9.891925,,1.3620536
4/1/2012,0.14,8.2,2.27316,,0.54931,9.94742,1.631,1.6869361
5/1/2012,0.16,8.2,1.73794,,0.44311,9.8832,,1.5903147
6/1/2012,0.16,8.2,1.65387,-565.241,0.71411,9.95075,,0.78930567
7/1/2012,0.16,8.2,1.41751,,0.52504,10.00014,1.612,1.2966497
8/1/2012,0.13,8.1,1.68593,,0.69142,10.06345,,1.3700924
9/1/2012,0.14,7.8,1.94972,-523.083,0.78547,10.15085,,1.9315046
10/1/2012,0.16,7.8,2.15568,,0.65191,10.22824,1.586,1.6131067
11/1/2012,0.16,7.7,1.79602,,0.6847,10.3412,,1.6632266
12/1/2012,0.16,7.9,1.7595,-515.874,1.18113,10.51304,,2.1029068
1/1/2013,0.14,8,1.68406,,0.1893,10.516425,1.583,1.3155854
2/1/2013,0.15,7.7,2.01814,,0.02386,10.4702,,1.3608065
3/1/2013,0.14,7.5,1.51875,-500.212,0.64873,10.595125,,1.0049408
4/1/2013,0.15,7.6,1.13881,,0.34028,10.66822,1.571,1.4563149
5/1/2013,0.11,7.5,1.39039,,0.39959,10.57535,,1.1780254
6/1/2013,0.09,7.5,1.71579,-499.345,0.53349,10.633825,,1.3532103
7/1/2013,0.09,7.3,1.88547,,0.42958,10.67752,1.568,1.0030329
8/1/2013,0.08,7.2,1.53881,,0.55355,10.731075,,1.797427
9/1/2013,0.08,7.2,1.09473,-482.952,0.47358,10.79948,,2.202423
10/1/2013,0.09,7.2,0.8768,,1.06445,10.9328,1.56,1.5555239
11/1/2013,0.08,6.9,1.23287,,0.11226,10.965725,,1.4505754
12/1/2013,0.09,6.7,1.51284,-435.068,0.54517,11.08916,,1.9240314
1/1/2014,0.07,6.6,1.55776,,0.45427,11.11105,1.538,1.6382453
2/1/2014,0.07,6.7,1.12047,,0.74105,11.1375,,1.5858281
3/1/2014,0.08,6.7,1.61269,-511.282,0.35122,11.266,,1.2194617
4/1/2014,0.09,6.2,2.01513,,0.50624,11.3379,1.542,1.653011
5/1/2014,0.09,6.3,2.16695,,0.61651,11.264575,,1.76839
6/1/2014,0.1,6.1,2.05898,-506.491,0.4803,11.33432,,1.5265458
7/1/2014,0.09,6.2,1.97424,,0.52018,11.39105,1.547,1.8594911
8/1/2014,0.09,6.1,1.7151,,0.25787,11.4192,,1.8065541
9/1/2014,0.09,5.9,1.68405,-490.466,0.29121,11.45852,,2.1150395
10/1/2014,0.09,5.7,1.60954,,0.52683,11.542775,1.537,1.6022445
11/1/2014,0.09,5.8,1.23152,,0.35716,11.59565,,1.321155
12/1/2014,0.12,5.6,0.65312,-531.908,0.6618,11.73906,,2.1860996
1/1/2015,0.11,5.7,-0.22993,,0.54531,11.76195,1.521,0.91604112
2/1/2015,0.11,5.5,-0.08703,,1.01063,11.821425,,0.38334206
3/1/2015,0.11,5.4,-0.02203,-526.916,0.13233,11.94572,,0.79843856
4/1/2015,0.12,5.4,-0.10403,,0.40237,12.02295,1.521,1.5899931
5/1/2015,0.12,5.6,0.03503,,0.27584,11.898875,,1.7028274
6/1/2015,0.13,5.3,0.17957,-508.803,0.38043,11.95308,,1.7750546
7/1/2015,0.13,5.2,0.22569,,0.43812,12.016,1.512,1.8011251
8/1/2015,0.14,5.1,0.2413,,0.42377,12.06256,,1.7247986
9/1/2015,0.14,5,0.00884,-543.012,0.45419,12.139025,,1.92835583
10/1/2015,0.12,5,0.12762,,0.26553,12.158,1.493,1.3119821
11/1/2015,0.12,5.1,0.43632,,0.73134,12.28804,,1.3066673
12/1/2015,0.24,5,0.63872,-526.066,0.47208,12.422675,,1.46795515
1/1/2016,0.34,4.8,1.2375,,1.02074,12.484175,1.469,1.47498776
2/1/2016,0.38,4.9,0.84728,,0.60626,12.5052,,1.11589387
3/1/2016,0.36,5,0.89162,-514.394,0.51094,12.678775,,0.78224551
4/1/2016,0.37,5.1,1.17263,,0.70343,12.791525,1.458,1.68966418
5/1/2016,0.37,4.8,1.07848,,0.5292,12.70396,,1.66012215
6/1/2016,0.38,4.9,1.07929,-491.683,0.51936,12.7861,,1.28116185
7/1/2016,0.39,4.8,0.86836,,0.46836,12.841375,1.448,1.64813436
8/1/2016,0.4,4.9,1.05532,,0.66863,12.93194,,1.5900866
9/1/2016,0.4,5,1.54864,-485.079,0.46,13.013475,,2.06443724
10/1/2016,0.4,4.9,1.68592,,0.51772,13.07116,1.441,1.74399736
11/1/2016,0.41,4.7,1.68433,,0.54252,13.19075,,1.90220184
12/1/2016,0.54,4.7,2.0508,-533.843,0.2512,13.2846,,2.2917332
1/1/2017,0.65,4.7,2.51039,,0.55339,13.29282,1.434,2.1027318
2/1/2017,0.66,4.6,2.81036,,0.51721,13.2996,,1.94277371
3/1/2017,0.79,4.4,2.4412,-532.956,0.5183,13.4804,,1.50314821
4/1/2017,0.9,4.4,2.17622,,0.46421,13.589025,1.427,1.71866969
5/1/2017,0.91,4.4,1.85634,,0.38493,13.46646,,1.56480634
6/1/2017,1.04,4.3,1.64057,-553.787,0.17806,13.5201,,0.95868776
7/1/2017,1.15,4.3,1.72511,,0.458,13.5779,1.431,1.71215951
8/1/2017,1.16,4.4,1.92812,,0.43022,13.653225,,1.65217832
9/1/2017,1.15,4.3,2.18057,-518.423,0.31068,13.699125,,2.05780237
10/1/2017,1.15,4.2,2.02076,,0.403,13.74422,1.44,1.95269933
11/1/2017,1.16,4.2,2.17249,,0.1938,13.818125,,2.06917502
12/1/2017,1.3,4.1,2.12993,-541.767,0.34917,13.928375,,2.82407476
1/1/2018,1.41,4,2.1037,,0.11478,13.88418,1.449,1.9048938
2/1/2018,1.42,4.1,2.22658,,0.30285,13.839275,,2.13804094
3/1/2018,1.51,4,2.33259,-576.427,0.39755,14.00535,,1.68874433
4/1/2018,1.69,4,2.43783,,0.15896,14.07876,1.458,1.84679022
5/1/2018,1.7,3.8,2.77659,,0.38248,13.97555,,1.96778394
6/1/2018,1.82,4,2.84851,-543.359,0.43728,14.06695,,1.59099529
7/1/2018,1.91,3.8,2.89875,,0.24393,14.10602,1.459,2.12308939
8/1/2018,1.91,3.8,2.678,,0.35651,14.16095,,2.12845808
9/1/2018,1.95,3.7,2.35518,-618.199,0.19172,14.1988,,2.41001454
10/1/2018,2.19,3.8,2.52852,,0.09779,14.19992,1.458,2.21216657
11/1/2018,2.2,3.8,2.17281,,0.09207,14.2421,,2.16701625
12/1/2018,2.27,3.9,1.91522,-634.322,0.82294,14.43386,,1.98107002
1/1/2019,2.4,4,1.49833,,0.50143,14.434375,1.452,1.8039584
2/1/2019,2.4,3.8,1.48172,,0.28758,14.387625,,1.78943106
3/1/2019,2.41,3.8,1.87995,-599.911,0.26533,14.54635,,1.37532429
4/1/2019,2.42,3.6,2.00563,,0.20881,14.62816,1.453,2.0373803
5/1/2019,2.39,3.6,1.81275,,0.62926,14.5613,,2.18513987
6/1/2019,2.38,3.6,1.68964,-615.702,0.83581,14.718475,,1.60914045
7/1/2019,2.4,3.7,1.82116,,0.53542,14.80184,1.443,1.74765616
8/1/2019,2.13,3.7,1.75969,,0.57976,14.8887,,1.71433646
9/1/2019,2.04,3.5,1.72733,-584.841,0.56971,14.9785,,1.64492794
10/1/2019,1.83,3.6,1.75708,,0.92904,15.108375,1.425,1.72460183
11/1/2019,1.55,3.6,2.03082,,0.69796,15.238725,,1.69729979
12/1/2019,1.55,3.6,2.26172,-514.683,0.45377,15.3969,,1.70378442
1/1/2020,1.55,3.5,2.46049,,0.53985,15.4096,1.379,1.79710932
2/1/2020,1.58,3.5,2.31971,,0.36944,15.36025,,1.64596366
3/1/2020,0.65,4.4,1.53064,-522.725,3.42784,15.9522,,0.98707392
4/1/2020,0.05,14.7,0.36486,,6.34139,17.05265,1.112,-0.05035367
5/1/2020,0.05,13.2,0.24244,,4.89752,17.7033,,-0.21879037
6/1/2020,0.08,11,0.72681,-526.273,1.64899,18.06486,,0.51275711
7/1/2020,0.09,10.2,1.03283,,0.81912,18.262025,1.161,1.57200144
8/1/2020,0.1,8.4,1.32759,,0.4355,18.30366,,1.67677177
9/1/2020,0.09,7.9,1.40065,-692.412,1.18644,18.541325,,1.5827644
10/1/2020,0.09,6.9,1.1842,,0.86406,18.6597,1.146,1.39703767
11/1/2020,0.09,6.7,1.13776,,1.24949,18.95554,,1.42002946
12/1/2020,0.09,6.7,1.27815,-768.588,0.81709,19.234575,,1.64952129
1/1/2021,0.09,6.4,1.35997,,1.29518,19.370075,1.138,1.4460926
2/1/2021,0.08,6.2,1.67524,,1.25281,19.472675,,1.67548668
3/1/2021,0.07,6,2.65838,-808.606,1.2164,19.8755,,1.51383809
4/1/2021,0.07,6,4.15199,,1.29396,20.2728,1.134,1.75471736
5/1/2021,0.06,5.8,4.94444,,1.53152,20.3146,,1.86820734
6/1/2021,0.08,5.9,5.34102,-834.396,0.20276,20.432925,,2.05518859
7/1/2021,0.1,5.4,5.2761,,0.75855,20.5491,1.132,2.07311612
8/1/2021,0.09,5.2,5.20533,,1.06717,20.74004,,2.46241259
9/1/2021,0.08,4.7,5.38991,-889.143,0.62586,20.91895,,2.68413713
10/1/2021,0.08,4.6,6.23694,,0.84996,21.074625,1.142,1.85436755
11/1/2021,0.08,4.2,6.82837,,0.97097,21.30234,,2.4798405
12/1/2021,0.08,3.9,7.09654,-914.708,0.65951,21.6456,,2.62030861
1/1/2022,0.08,4,7.52593,,0.74267,21.64742,1.14,2.24175848
2/1/2022,0.08,3.8,7.91202,,0.2716,21.59025,,2.62741883
3/1/2022,0.2,3.6,8.55759,-1116.682,0.14418,21.84105,,3.05769883
4/1/2022,0.33,3.6,8.22414,,-0.43883,21.907125,1.167,3.39290341
5/1/2022,0.77,3.6,8.51641,,0.02264,21.5608,,3.63465785
6/1/2022,1.21,3.6,8.99522,-1035.565,-0.19308,21.5815,,4.22671337
7/1/2022,1.68,3.5,8.48213,,0.13282,21.581675,1.191,3.3092777
8/1/2022,2.33,3.7,8.24923,,-0.01987,21.55476,,3.37713165
9/1/2022,2.56,3.5,8.22241,-890.825,-0.59496,21.47145,,4.17914969
10/1/2022,3.08,3.7,7.76312,,-0.41064,21.36816,1.225,2.88195932
11/1/2022,3.78,3.6,7.13,,-0.41064,21.328125,1.225,3.23
12/1/2022,4.1,3.5,6.44,-847.11,-0.41064,21.374,1.225,2.66
,,,,,,,,
